,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
2537,AbleWatts Inc.,https://www.crunchbase.com/organization/ablewatts-inc,"San Francisco, California, United States","Customer Service, Energy, Software",Angel,2016-03-31,480000.0,USD,480000.0,1-10,480000.0,USD,480000.0,1.0,,,,,,1.0,,,,For Profit,2015-01-02,https://www.twitter.com/therealkni,https://www.facebook.com/ablewatt/,https://www.linkedin.com/company/ablewatts-inc-/,Seed,,,Less than $1M
2541,"Updown Technologies, Inc.",https://www.crunchbase.com/organization/updown-technologies,"Madison, Wisconsin, United States","Apps, Fitness, Personal Health",Angel,2016-07-20,,,,1-10,200000.0,USD,200000.0,3.0,,,,,,3.0,,,,For Profit,2015-01-05,https://twitter.com/UpDownTech,https://www.facebook.com/updowntech,https://www.linkedin.com/company/9283678,Seed,,,Less than $1M
2550,Applica,https://www.crunchbase.com/organization/applica,"Manila, Manila, Philippines","Application Performance Management, Management Consulting, Universities",Angel,2015-07-30,100000.0,USD,100000.0,1-10,122000.0,USD,122000.0,2.0,,,,,,,,,,,2015-01-10,,,,Seed,,,Less than $1M
2563,Web Socialite.com,https://www.crunchbase.com/organization/web-socialite-com,"Gurgaon, Haryana, India","Information Technology, Location Based Services, SaaS, Social Media, Software",Angel,2015-11-30,100000.0,USD,100000.0,11-50,135000.0,USD,135000.0,3.0,,,,,,1.0,,,,,2015-01-13,https://www.twitter.com/websocialitecom,https://www.facebook.com/1583114501967880,,Seed,,,$1M to $10M
2564,Tudomus,https://www.crunchbase.com/organization/tudomus,"Madrid, Madrid, Spain","Commercial Real Estate, E-Commerce, Real Estate, Sharing Economy",Angel,2014-10-01,131400.0,EUR,165815.0,1-10,226900.0,EUR,297182.0,2.0,,,,,,1.0,,,,For Profit,2015-01-02,https://twitter.com/tudomus,https://www.facebook.com/tudomus,https://www.linkedin.com/company/tudomus-com,Seed,,,Less than $1M
2599,Clodura,https://www.crunchbase.com/organization/clodura,"Pune, Maharashtra, India","Artificial Intelligence, Information Services, Information Technology, Internet, Machine Learning",Angel,2017-02-02,,,,11-50,,,,1.0,,,,,,1.0,,,,For Profit,2015-01-28,https://www.twitter.com/clodura,https://www.facebook.com/clodura-1079475208760313,https://www.linkedin.com/company/clodura-systems,Seed,,,$1M to $10M
2631,BridgeOak,https://www.crunchbase.com/organization/bridgeoak,"Oakland, California, United States","Banking, Financial Services, Venture Capital",Angel,2015-01-10,10000.0,USD,10000.0,1-10,10000.0,USD,10000.0,1.0,,,,,,3.0,,,,For Profit,2015-01-05,,,,Seed,,,$10M to $50M
2708,Forhey,https://www.crunchbase.com/organization/forhey,"Accra, Greater Accra, Ghana","Consumer, Internet, Service Industry",Angel,2015-01-02,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2015-01-02,https://www.twitter.com/theforhey,https://www.facebook.com/forhey,https://www.linkedin.com/company/9417048?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9417048%2Cidx%3A2-1-2%2CtarId%3A1470996845875%2Ctas%3Aforhey,Seed,,,Less than $1M
3105,Payment.Ninja,https://www.crunchbase.com/organization/payment-ninja,"San Francisco, California, United States","Big Data, Financial Services, Marketing Automation, Mobile Payments, Payments, Small and Medium Businesses",Angel,2016-05-15,120000.0,USD,120000.0,11-50,420000.0,USD,420000.0,3.0,,,,,,2.0,,,,For Profit,2015-02-01,https://twitter.com/paymentninja,https://www.facebook.com/paymentninja/,https://www.linkedin.com/company/payment-ninja,Seed,,,Less than $1M
3124,Neurensic,https://www.crunchbase.com/organization/neurensic,"Chicago, Illinois, United States","FinTech, SaaS, Software",Angel,2017-02-07,1779888.0,USD,1779888.0,11-50,8502622.0,USD,8502622.0,4.0,Was Acquired,Trading Technologies,https://www.crunchbase.com/organization/trading-technologies,,,3.0,,,,For Profit,2015-02-01,https://twitter.com/neurensic,,https://www.linkedin.com/company/neurensic-inc-,M&A,Acquisition,2017-10-10,$1M to $10M
