,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
6666,Coomuna,https://www.crunchbase.com/organization/coomuna,"Lima, Lima, Peru","Collaborative Consumption, Mobile",Seed,2015-06-17,25000.0,USD,25000.0,1-10,25000.0,USD,25000.0,1.0,,,,,,2.0,,,,For Profit,2015-06-17,http://twitter.com/Coomuna,http://www.facebook.com/Coomuna,http://www.linkedin.com/company/coomuna,Seed,,,Less than $1M
6689,Telligent Data,https://www.crunchbase.com/organization/telligent-data,"San Francisco, California, United States","Analytics, Business Development, Consulting, Enterprise Software",Seed,2016-08-18,,,,,,,,1.0,,,,,,2.0,,,,For Profit,2015-06-01,http://twitter.com/telligentdata,,https://www.linkedin.com/company/telligent-data,Seed,,,$1M to $10M
6695,Ingentium,https://www.crunchbase.com/organization/ingentium-inc,"Boston, Massachusetts, United States","Artificial Intelligence, Content Discovery, Machine Learning",Seed,2016-01-01,,,,1-10,,,,1.0,,,,,,2.0,,,,,2015-06-01,https://twitter.com/IngentiumInc,https://www.facebook.com/ingentium.Inc,https://www.linkedin.com/company/ingentium/,Seed,,,Less than $1M
6746,YodelUP (Yodel Technologies Inc.),https://www.crunchbase.com/organization/yodelup,"Vancouver, British Columbia, Canada","Communication Hardware, Consumer Software, Sporting Goods",Seed,2016-10-10,,,,,,,,1.0,,,,,,2.0,,,,For Profit,2015-06-01,https://www.twitter.com/yodel_up,https://www.facebook.com/yodelup,https://www.linkedin.com/company/17960467/,Seed,,,$1M to $10M
6757,Glorious Labs,https://www.crunchbase.com/organization/glorious-labs,"London, England, United Kingdom","Hardware, Social Media, Virtual Reality",Seed,2015-06-15,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2015-06-15,https://www.twitter.com/gloriouslabs,https://www.facebook.com/gloriouslabs,https://www.linkedin.com/company-beta/10252160,Seed,,,$1M to $10M
6832,NurtUp,https://www.crunchbase.com/organization/nurtup,"Helsinki, Southern Finland, Finland","Social, Social Media, Social Media Management",Seed,2016-12-01,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2015-06-18,https://twitter.com/nurtup,https://www.facebook.com/nurtuppers,https://www.linkedin.com/company/nurtup,Seed,,,$1M to $10M
6860,"Dashin, Inc.",https://www.crunchbase.com/organization/dashin-inc-2,"Dallas, Texas, United States","Artificial Intelligence, Public Safety, Wireless",Seed,2015-06-11,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-06-08,,,,Seed,,,$1M to $10M
6895,Lighthouse Social,https://www.crunchbase.com/organization/lighthouse-3,"Austin, Texas, United States","Communications Infrastructure, Communities, Health Care, Product Design, Social",Seed,2016-03-01,,,,1-10,,,,1.0,,,,,,2.0,,,,,2015-06-01,https://www.twitter.com/joinlighthouse,https://www.facebook.com/lighthousesocialapp,,Seed,,,Less than $1M
6908,SKITIC,https://www.crunchbase.com/organization/skitic,"Terrassa, Catalonia, Spain","Online Auctions, Service Industry, Travel",Seed,2016-04-01,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-06-08,,,,Seed,,,Less than $1M
6958,"PowerPlayNinja, LLC",https://www.crunchbase.com/organization/powerplayninja-llc,"San Francisco, California, United States","Advertising, Marketing, Mobile",Seed,2015-09-21,,,,11-50,,,,1.0,,,,,,2.0,,,,,2015-06-16,https://www.twitter.com/powerplayninja,https://www.facebook.com/powerplayninja,,Seed,,,Less than $1M
